,chromosome,start,end,GC,AT,N
537,chr1,55800001,55900000,0.42537,0.57463,0
538,chr1,55900001,56000000,0.41626,0.58374,0
539,chr1,56000001,56100000,0.41479,0.58521,0
540,chr1,56100001,56200000,0.40144,0.59856,0
541,chr1,56200001,56300000,0.3992,0.6008,0
542,chr1,56300001,56400000,0.38883,0.61117,0
543,chr1,56400001,56500000,0.39151,0.60849,0
544,chr1,56500001,56600000,0.39241,0.60759,0
545,chr1,56600001,56700000,0.3892,0.6108,0
546,chr1,56700001,56800000,0.40395,0.59605,0
547,chr1,56800001,56900000,0.41734,0.58266,0
548,chr1,56900001,57000000,0.4377,0.5623,0
549,chr1,57000001,57100000,0.40802,0.59198,0
550,chr1,57100001,57200000,0.36682,0.63318,0
551,chr1,57200001,57300000,0.39851,0.60149,0
552,chr1,57300001,57400000,0.4189,0.5811,0
553,chr1,57400001,57500000,0.42214,0.57786,0
554,chr1,57500001,57600000,0.41517,0.58483,0
555,chr1,57600001,57700000,0.40486,0.59514,0
556,chr1,57700001,57800000,0.41316,0.58684,0
557,chr1,57800001,57900000,0.40493,0.59507,0
558,chr1,57900001,58000000,0.39147,0.60853,0
559,chr1,58000001,58100000,0.41539,0.58461,0
560,chr1,58100001,58200000,0.39461,0.60539,0
561,chr1,58200001,58300000,0.3955,0.6045,0
562,chr1,58300001,58400000,0.40655,0.59345,0
563,chr1,58400001,58500000,0.41045,0.58955,0
564,chr1,58500001,58600000,0.42421,0.57579,0
565,chr1,58600001,58700000,0.41169,0.58831,0
566,chr1,58700001,58800000,0.41672,0.58328,0
567,chr1,58800001,58900000,0.42191,0.57809,0
568,chr1,58900001,59000000,0.39534,0.60466,0
569,chr1,59000001,59100000,0.4245,0.5755,0
570,chr1,59100001,59200000,0.38847,0.61153,0
571,chr1,59200001,59300000,0.43378,0.56622,0
572,chr1,59300001,59400000,0.43107,0.56893,0
573,chr1,59400001,59500000,0.43394,0.56606,0
574,chr1,59500001,59600000,0.41501,0.58499,0
575,chr1,59600001,59700000,0.42094,0.57906,0
576,chr1,59700001,59800000,0.39763,0.60237,0
577,chr1,59800001,59900000,0.39979,0.60021,0
578,chr1,59900001,60000000,0.40396,0.59604,0
579,chr1,60000001,60100000,0.40258,0.59742,0
580,chr1,60100001,60200000,0.41188,0.58812,0
581,chr1,60200001,60300000,0.38652,0.61348,0
582,chr1,60300001,60400000,0.37173,0.62827,0
583,chr1,60400001,60500000,0.40219,0.59781,0
584,chr1,60500001,60600000,0.37684,0.62316,0
585,chr1,60600001,60700000,0.37046,0.62954,0
586,chr1,60700001,60800000,0.37329,0.62671,0
587,chr1,60800001,60900000,0.38114,0.61886,0
588,chr1,60900001,61000000,0.37242,0.62758,0
589,chr1,61000001,61100000,0.37687,0.62313,0
590,chr1,61100001,61200000,0.39471,0.60529,0
591,chr1,61200001,61300000,0.3965,0.6035,0
592,chr1,61300001,61400000,0.40297,0.59703,0
593,chr1,61400001,61500000,0.42659,0.57341,0
594,chr1,61500001,61600000,0.39895,0.60105,0
595,chr1,61600001,61700000,0.38882,0.61118,0
596,chr1,61700001,61800000,0.38251,0.61749,0
597,chr1,61800001,61900000,0.39485,0.60515,0
598,chr1,61900001,62000000,0.41308,0.58692,0
599,chr1,62000001,62100000,0.40759,0.59241,0
600,chr1,62100001,62200000,0.40927,0.59073,0
601,chr1,62200001,62300000,0.4087,0.5913,0
602,chr1,62300001,62400000,0.39151,0.60849,0
603,chr1,62400001,62500000,0.39429,0.60571,0
604,chr1,62500001,62600000,0.41455,0.58545,0
605,chr1,62600001,62700000,0.45538,0.54462,0
606,chr1,62700001,62800000,0.46891,0.53109,0
607,chr1,62800001,62900000,0.43949,0.56051,0
608,chr1,62900001,63000000,0.3733,0.6267,0
609,chr1,63000001,63100000,0.34829,0.65171,0
610,chr1,63100001,63200000,0.3961,0.6039,0
611,chr1,63200001,63300000,0.38279,0.61721,0
612,chr1,63300001,63400000,0.37877,0.62123,0
613,chr1,63400001,63500000,0.42063,0.57937,0
614,chr1,63500001,63600000,0.39716,0.60284,0
615,chr1,63600001,63700000,0.38544,0.61456,0
616,chr1,63700001,63800000,0.42107,0.57893,0
617,chr1,63800001,63900000,0.3947,0.6053,0
618,chr1,63900001,64000000,0.36602,0.63398,0
619,chr1,64000001,64100000,0.39028,0.60972,0
620,chr1,64100001,64200000,0.43741,0.56259,0
621,chr1,64200001,64300000,0.42207,0.57793,0
622,chr1,64300001,64400000,0.40864,0.59136,0
623,chr1,64400001,64500000,0.40596,0.59404,0
624,chr1,64500001,64600000,0.40783,0.59217,0
625,chr1,64600001,64700000,0.40435,0.59565,0
626,chr1,64700001,64800000,0.40603,0.59397,0
627,chr1,64800001,64900000,0.41157,0.58843,0
628,chr1,64900001,65000000,0.4114,0.5886,0
629,chr1,65000001,65100000,0.39344,0.60656,0
630,chr1,65100001,65200000,0.40739,0.59261,0
631,chr1,65200001,65300000,0.37518,0.62482,0
632,chr1,65300001,65400000,0.43328,0.56672,0
633,chr1,65400001,65500000,0.41821,0.58179,0
634,chr1,65500001,65600000,0.43154,0.56846,0
635,chr1,65600001,65700000,0.42818,0.57182,0
636,chr1,65700001,65800000,0.40456,0.59544,0
637,chr1,65800001,65900000,0.39688,0.60312,0
638,chr1,65900001,66000000,0.38811,0.61189,0
639,chr1,66000001,66100000,0.3669,0.6331,0
640,chr1,66100001,66200000,0.38898,0.61102,0
641,chr1,66200001,66300000,0.3675,0.6325,0
642,chr1,66300001,66400000,0.36585,0.63415,0
643,chr1,66400001,66500000,0.36766,0.63234,0
644,chr1,66500001,66600000,0.36257,0.63743,0
645,chr1,66600001,66700000,0.38152,0.61848,0
646,chr1,66700001,66800000,0.39259,0.60741,0
647,chr1,66800001,66900000,0.39876,0.60124,0
648,chr1,66900001,67000000,0.38354,0.61646,0
649,chr1,67000001,67100000,0.38129,0.61871,0
650,chr1,67100001,67200000,0.37723,0.62277,0
651,chr1,67200001,67300000,0.36323,0.63677,0
652,chr1,67300001,67400000,0.37186,0.62814,0
653,chr1,67400001,67500000,0.36855,0.63145,0
654,chr1,67500001,67600000,0.38769,0.61231,0
655,chr1,67600001,67700000,0.40178,0.59822,0
656,chr1,67700001,67800000,0.39789,0.60211,0
657,chr1,67800001,67900000,0.41464,0.58536,0
658,chr1,67900001,68000000,0.43187,0.56813,0
659,chr1,68000001,68100000,0.43995,0.56005,0
660,chr1,68100001,68200000,0.41307,0.58693,0
661,chr1,68200001,68300000,0.41494,0.58506,0
662,chr1,68300001,68400000,0.39513,0.60487,0
663,chr1,68400001,68500000,0.39707,0.60293,0
664,chr1,68500001,68600000,0.40501,0.59499,0
665,chr1,68600001,68700000,0.4105,0.5895,0
666,chr1,68700001,68800000,0.41048,0.58952,0
667,chr1,68800001,68900000,0.39044,0.60956,0
668,chr1,68900001,69000000,0.36823,0.63177,0
669,chr1,69000001,69100000,0.36258,0.63742,0
670,chr1,69100001,69200000,0.36647,0.63353,0
671,chr1,69200001,69300000,0.3785,0.6215,0
672,chr1,69300001,69400000,0.38468,0.61532,0
673,chr1,69400001,69500000,0.37451,0.62549,0
674,chr1,69500001,69600000,0.38275,0.61725,0
675,chr1,69600001,69700000,0.35973,0.64027,0
676,chr1,69700001,69800000,0.3705,0.6295,0
677,chr1,69800001,69900000,0.37263,0.62737,0
678,chr1,69900001,70000000,0.36041,0.63959,0
679,chr1,70000001,70100000,0.35354,0.64646,0
680,chr1,70100001,70200000,0.35075,0.64925,0
681,chr1,70200001,70300000,0.34971,0.65029,0
682,chr1,70300001,70400000,0.36407,0.63593,0
683,chr1,70400001,70500000,0.35142,0.64858,0
684,chr1,70500001,70600000,0.35641,0.64359,0
685,chr1,70600001,70700000,0.36049,0.63951,0
686,chr1,70700001,70800000,0.37068,0.62932,0
687,chr1,70800001,70900000,0.40639,0.59361,0
688,chr1,70900001,71000000,0.39042,0.60958,0
689,chr1,71000001,71100000,0.38084,0.61916,0
690,chr1,71100001,71200000,0.3686,0.6314,0
691,chr1,71200001,71300000,0.3838,0.6162,0
692,chr1,71300001,71400000,0.37804,0.62196,0
693,chr1,71400001,71500000,0.37398,0.62602,0
694,chr1,71500001,71600000,0.37602,0.62398,0
695,chr1,71600001,71700000,0.38146,0.61854,0
696,chr1,71700001,71800000,0.35825,0.64175,0
697,chr1,71800001,71900000,0.36302,0.63698,0
698,chr1,71900001,72000000,0.36172,0.63828,0
699,chr1,72000001,72100000,0.35992,0.64008,0
700,chr1,72100001,72200000,0.35285,0.64715,0
701,chr1,72200001,72300000,0.35946,0.64054,0
702,chr1,72300001,72400000,0.35386,0.64614,0
703,chr1,72400001,72500000,0.34194,0.65806,0
704,chr1,72500001,72600000,0.33518,0.66482,0
705,chr1,72600001,72700000,0.33517,0.66483,0
706,chr1,72700001,72800000,0.34922,0.65078,0
707,chr1,72800001,72900000,0.35128,0.64872,0
708,chr1,72900001,73000000,0.35174,0.64826,0
709,chr1,73000001,73100000,0.34195,0.65805,0
710,chr1,73100001,73200000,0.3586,0.6414,0
711,chr1,73200001,73300000,0.35161,0.64839,0
712,chr1,73300001,73400000,0.35047,0.64953,0
713,chr1,73400001,73500000,0.34959,0.65041,0
714,chr1,73500001,73600000,0.35478,0.64522,0
715,chr1,73600001,73700000,0.36352,0.63648,0
716,chr1,73700001,73800000,0.33622,0.66378,0
717,chr1,73800001,73900000,0.34447,0.65553,0
718,chr1,73900001,74000000,0.34622,0.65378,0
719,chr1,74000001,74100000,0.35992,0.64008,0
720,chr1,74100001,74200000,0.35544,0.64456,0
721,chr1,74200001,74300000,0.35223,0.64777,0
722,chr1,74300001,74400000,0.35714,0.64286,0
723,chr1,74400001,74500000,0.36048,0.63952,0
724,chr1,74500001,74600000,0.34542,0.65458,0
725,chr1,74600001,74700000,0.33547,0.66453,0
726,chr1,74700001,74800000,0.35494,0.64506,0
727,chr1,74800001,74900000,0.36929,0.63071,0
728,chr1,74900001,75000000,0.37789,0.62211,0
729,chr1,75000001,75100000,0.36929,0.63071,0
730,chr1,75100001,75200000,0.38017,0.61983,0
731,chr1,75200001,75300000,0.36839,0.63161,0
732,chr1,75300001,75400000,0.37007,0.62993,0
733,chr1,75400001,75500000,0.37083,0.62917,0
734,chr1,75500001,75600000,0.37527,0.62473,0
735,chr1,75600001,75700000,0.37703,0.62297,0
736,chr1,75700001,75800000,0.36713,0.63287,0
737,chr1,75800001,75900000,0.38226,0.61774,0
738,chr1,75900001,76000000,0.36894,0.63106,0
739,chr1,76000001,76100000,0.3742,0.6258,0
740,chr1,76100001,76200000,0.38756,0.61244,0
741,chr1,76200001,76300000,0.39712,0.60288,0
742,chr1,76300001,76400000,0.35943,0.64057,0
743,chr1,76400001,76500000,0.3844,0.6156,0
744,chr1,76500001,76600000,0.40694,0.59306,0
745,chr1,76600001,76700000,0.40113,0.59887,0
746,chr1,76700001,76800000,0.38774,0.61226,0
747,chr1,76800001,76900000,0.37348,0.62652,0
748,chr1,76900001,77000000,0.37882,0.62118,0
749,chr1,77000001,77100000,0.37849,0.62151,0
750,chr1,77100001,77200000,0.38162,0.61838,0
751,chr1,77200001,77300000,0.38503,0.61497,0
752,chr1,77300001,77400000,0.38903,0.61097,0
753,chr1,77400001,77500000,0.40051,0.59949,0
754,chr1,77500001,77600000,0.37706,0.62294,0
755,chr1,77600001,77700000,0.36488,0.63512,0
756,chr1,77700001,77800000,0.37907,0.62093,0
757,chr1,77800001,77900000,0.3803,0.6197,0
758,chr1,77900001,78000000,0.41348,0.58652,0
759,chr1,78000001,78100000,0.38143,0.61857,0
760,chr1,78100001,78200000,0.39128,0.60872,0
761,chr1,78200001,78300000,0.40248,0.59752,0
762,chr1,78300001,78400000,0.39625,0.60375,0
763,chr1,78400001,78500000,0.36937,0.63063,0
764,chr1,78500001,78600000,0.39902,0.60098,0
765,chr1,78600001,78700000,0.3898,0.6102,0
766,chr1,78700001,78800000,0.38635,0.61365,0
767,chr1,78800001,78900000,0.37075,0.62925,0
768,chr1,78900001,79000000,0.37755,0.62245,0
769,chr1,79000001,79100000,0.35845,0.64155,0
770,chr1,79100001,79200000,0.37119,0.62881,0
771,chr1,79200001,79300000,0.35767,0.64233,0
772,chr1,79300001,79400000,0.36468,0.63532,0
773,chr1,79400001,79500000,0.34923,0.65077,0
774,chr1,79500001,79600000,0.35188,0.64812,0
775,chr1,79600001,79700000,0.35625,0.64375,0
776,chr1,79700001,79800000,0.3518,0.6482,0
777,chr1,79800001,79900000,0.35902,0.64098,0
778,chr1,79900001,80000000,0.36575,0.63425,0
779,chr1,80000001,80100000,0.35112,0.64888,0
780,chr1,80100001,80200000,0.36197,0.63803,0
781,chr1,80200001,80300000,0.34166,0.65834,0
782,chr1,80300001,80400000,0.37008,0.62992,0
783,chr1,80400001,80500000,0.35325,0.64675,0
784,chr1,80500001,80600000,0.35192,0.64808,0
785,chr1,80600001,80700000,0.35889,0.64111,0
786,chr1,80700001,80800000,0.35043,0.64957,0
787,chr1,80800001,80900000,0.34804,0.65196,0
788,chr1,80900001,81000000,0.34692,0.65308,0
789,chr1,81000001,81100000,0.34309,0.65691,0
790,chr1,81100001,81200000,0.35153,0.64847,0
791,chr1,81200001,81300000,0.34884,0.65116,0
792,chr1,81300001,81400000,0.34676,0.65324,0
793,chr1,81400001,81500000,0.36601,0.63399,0
794,chr1,81500001,81600000,0.35441,0.64559,0
795,chr1,81600001,81700000,0.36238,0.63762,0
796,chr1,81700001,81800000,0.37154,0.62846,0
797,chr1,81800001,81900000,0.37344,0.62656,0
798,chr1,81900001,82000000,0.38231,0.61769,0
799,chr1,82000001,82100000,0.38241,0.61759,0
800,chr1,82100001,82200000,0.38511,0.61489,0
801,chr1,82200001,82300000,0.36287,0.63713,0
802,chr1,82300001,82400000,0.3431,0.6569,0
803,chr1,82400001,82500000,0.35145,0.64855,0
804,chr1,82500001,82600000,0.37805,0.62195,0
805,chr1,82600001,82700000,0.37244,0.62756,0
806,chr1,82700001,82800000,0.37217,0.62783,0
807,chr1,82800001,82900000,0.36927,0.63073,0
808,chr1,82900001,83000000,0.36329,0.63671,0
809,chr1,83000001,83100000,0.36137,0.63863,0
810,chr1,83100001,83200000,0.34577,0.65423,0
811,chr1,83200001,83300000,0.3603,0.6397,0
812,chr1,83300001,83400000,0.36383,0.63617,0
813,chr1,83400001,83500000,0.37363,0.62637,0
814,chr1,83500001,83600000,0.36832,0.63168,0
815,chr1,83600001,83700000,0.36777,0.63223,0
816,chr1,83700001,83800000,0.35954,0.64046,0
817,chr1,83800001,83900000,0.36804,0.63196,0
818,chr1,83900001,84000000,0.37179,0.62821,0
819,chr1,84000001,84100000,0.38861,0.61139,0
820,chr1,84100001,84200000,0.39957,0.60043,0
821,chr1,84200001,84300000,0.38769,0.61231,0
822,chr1,84300001,84400000,0.3589,0.6411,0
823,chr1,84400001,84500000,0.37173,0.62827,0
824,chr1,84500001,84600000,0.3686,0.6314,0
825,chr1,84600001,84700000,0.33796,0.66204,0
826,chr1,84700001,84800000,0.38666,0.61334,0
827,chr1,84800001,84900000,0.39779,0.60221,0
828,chr1,84900001,85000000,0.38167,0.61833,0
829,chr1,85000001,85100000,0.39777,0.60223,0
830,chr1,85100001,85200000,0.38654,0.61346,0
831,chr1,85200001,85300000,0.41585,0.58415,0
832,chr1,85300001,85400000,0.41734,0.58266,0
833,chr1,85400001,85500000,0.40244,0.59756,0
834,chr1,85500001,85600000,0.39486,0.60514,0
835,chr1,85600001,85700000,0.38168,0.61832,0
836,chr1,85700001,85800000,0.42356,0.57644,0
837,chr1,85800001,85900000,0.37847,0.62153,0
838,chr1,85900001,86000000,0.39701,0.60299,0
839,chr1,86000001,86100000,0.41892,0.58108,0
840,chr1,86100001,86200000,0.37285,0.62715,0
841,chr1,86200001,86300000,0.37173,0.62827,0
842,chr1,86300001,86400000,0.36131,0.63869,0
843,chr1,86400001,86500000,0.36062,0.63938,0
844,chr1,86500001,86600000,0.3582,0.6418,0
845,chr1,86600001,86700000,0.38837,0.61163,0
846,chr1,86700001,86800000,0.37022,0.62978,0
847,chr1,86800001,86900000,0.37803,0.62197,0
848,chr1,86900001,87000000,0.39546,0.60454,0
849,chr1,87000001,87100000,0.38622,0.61378,0
850,chr1,87100001,87200000,0.36478,0.63522,0
851,chr1,87200001,87300000,0.41141,0.58859,0
852,chr1,87300001,87400000,0.39012,0.60988,0
853,chr1,87400001,87500000,0.37512,0.62488,0
854,chr1,87500001,87600000,0.3835,0.6165,0
855,chr1,87600001,87700000,0.42709,0.57291,0
856,chr1,87700001,87800000,0.41543,0.58457,0
857,chr1,87800001,87900000,0.39675,0.60325,0
858,chr1,87900001,88000000,0.39666,0.60334,0
859,chr1,88000001,88100000,0.38691,0.61309,0
860,chr1,88100001,88200000,0.39073,0.60927,0
861,chr1,88200001,88300000,0.37814,0.62186,0
862,chr1,88300001,88400000,0.36463,0.63537,0
863,chr1,88400001,88500000,0.38333,0.61667,0
864,chr1,88500001,88600000,0.37424,0.62576,0
865,chr1,88600001,88700000,0.37996,0.62004,0
866,chr1,88700001,88800000,0.36908,0.63092,0
867,chr1,88800001,88900000,0.37112,0.62888,0
868,chr1,88900001,89000000,0.37357,0.62643,0
869,chr1,89000001,89100000,0.38279,0.61721,0
870,chr1,89100001,89200000,0.3728,0.6272,0
871,chr1,89200001,89300000,0.3628,0.6372,0
872,chr1,89300001,89400000,0.40641,0.59359,0
873,chr1,89400001,89500000,0.3901,0.6099,0
874,chr1,89500001,89600000,0.38766,0.61234,0
875,chr1,89600001,89700000,0.3795,0.6205,0
876,chr1,89700001,89800000,0.3923,0.6077,0
877,chr1,89800001,89900000,0.39899,0.60101,0
878,chr1,89900001,90000000,0.39467,0.60533,0
879,chr1,90000001,90100000,0.39843,0.60157,0
880,chr1,90100001,90200000,0.38406,0.61594,0
881,chr1,90200001,90300000,0.42678,0.57322,0
882,chr1,90300001,90400000,0.39908,0.60092,0
883,chr1,90400001,90500000,0.39625,0.60375,0
884,chr1,90500001,90600000,0.38336,0.61664,0
885,chr1,90600001,90700000,0.39833,0.60167,0
886,chr1,90700001,90800000,0.39193,0.60807,0
887,chr1,90800001,90900000,0.37885,0.62115,0
888,chr1,90900001,91000000,0.36718,0.63282,0
889,chr1,91000001,91100000,0.38145,0.61855,0
890,chr1,91100001,91200000,0.40005,0.59995,0
891,chr1,91200001,91300000,0.40321,0.59679,0
892,chr1,91300001,91400000,0.3948,0.6052,0
893,chr1,91400001,91500000,0.37009,0.62991,0
894,chr1,91500001,91600000,0.41485,0.58515,0
895,chr1,91600001,91700000,0.41953,0.58047,0
896,chr1,91700001,91800000,0.37953,0.62047,0
897,chr1,91900001,92000000,0.38914,0.61086,0
898,chr1,92000001,92100000,0.42836,0.57164,0
899,chr1,92100001,92200000,0.4177,0.5823,0
900,chr1,92200001,92300000,0.42672,0.57328,0
901,chr1,92300001,92400000,0.43021,0.56979,0
902,chr1,92400001,92500000,0.40679,0.59321,0
903,chr1,92500001,92600000,0.39198,0.60802,0
904,chr1,92600001,92700000,0.37864,0.62136,0
905,chr1,92700001,92800000,0.37881,0.62119,0
906,chr1,92800001,92900000,0.4022,0.5978,0
907,chr1,92900001,93000000,0.41939,0.58061,0
908,chr1,93000001,93100000,0.37632,0.62368,0
909,chr1,93100001,93200000,0.37427,0.62573,0
910,chr1,93200001,93300000,0.41144,0.58856,0
911,chr1,93300001,93400000,0.39278,0.60722,0
912,chr1,93400001,93500000,0.41116,0.58884,0
913,chr1,93500001,93600000,0.38964,0.61036,0
914,chr1,93600001,93700000,0.36932,0.63068,0
915,chr1,93700001,93800000,0.38519,0.61481,0
916,chr1,93800001,93900000,0.39268,0.60732,0
917,chr1,93900001,94000000,0.38558,0.61442,0
918,chr1,94000001,94100000,0.43071,0.56929,0
919,chr1,94100001,94200000,0.45149,0.54851,0
920,chr1,94200001,94300000,0.43923,0.56077,0
921,chr1,94300001,94400000,0.4023,0.5977,0
922,chr1,94400001,94500000,0.43631,0.56369,0
923,chr1,94500001,94600000,0.45993,0.54007,0
924,chr1,94600001,94700000,0.37063,0.62937,0
925,chr1,94700001,94800000,0.412,0.588,0
926,chr1,94800001,94900000,0.40728,0.59272,0
927,chr1,94900001,95000000,0.37107,0.62893,0
928,chr1,95000001,95100000,0.43727,0.56273,0
929,chr1,95100001,95200000,0.42846,0.57154,0
930,chr1,95200001,95300000,0.41172,0.58828,0
931,chr1,95300001,95400000,0.43751,0.56249,0
932,chr1,95400001,95500000,0.4114,0.5886,0
933,chr1,95500001,95600000,0.41361,0.58639,0
934,chr1,95600001,95700000,0.38745,0.61255,0
935,chr1,95700001,95800000,0.37747,0.62253,0
936,chr1,95800001,95900000,0.3961,0.6039,0
937,chr1,95900001,96000000,0.38589,0.61411,0
938,chr1,96000001,96100000,0.37605,0.62395,0
939,chr1,96100001,96200000,0.38695,0.61305,0
940,chr1,96200001,96300000,0.37411,0.62589,0
941,chr1,96300001,96400000,0.35574,0.64426,0
942,chr1,96400001,96500000,0.35603,0.64397,0
943,chr1,96500001,96600000,0.37351,0.62649,0
944,chr1,96600001,96700000,0.37477,0.62523,0
945,chr1,96700001,96800000,0.36005,0.63995,0
946,chr1,96800001,96900000,0.37372,0.62628,0
947,chr1,96900001,97000000,0.38884,0.61116,0
948,chr1,97000001,97100000,0.3852,0.6148,0
949,chr1,97100001,97200000,0.37363,0.62637,0
950,chr1,97200001,97300000,0.35261,0.64739,0
951,chr1,97300001,97400000,0.37409,0.62591,0
952,chr1,97400001,97500000,0.38237,0.61763,0
953,chr1,97500001,97600000,0.36632,0.63368,0
954,chr1,97600001,97700000,0.36286,0.63714,0
955,chr1,97700001,97800000,0.35531,0.64469,0
956,chr1,97800001,97900000,0.36155,0.63845,0
957,chr1,97900001,98000000,0.34979,0.65021,0
958,chr1,98000001,98100000,0.34929,0.65071,0
959,chr1,98100001,98200000,0.3342,0.6658,0
960,chr1,98200001,98300000,0.34233,0.65767,0
961,chr1,98300001,98400000,0.349,0.651,0
962,chr1,98400001,98500000,0.34135,0.65865,0
963,chr1,98500001,98600000,0.36735,0.63265,0
964,chr1,98600001,98700000,0.35606,0.64394,0
965,chr1,98700001,98800000,0.35909,0.64091,0
966,chr1,98800001,98900000,0.36724,0.63276,0
967,chr1,98900001,99000000,0.36328,0.63672,0
968,chr1,99000001,99100000,0.35036,0.64964,0
969,chr1,99100001,99200000,0.3731,0.6269,0
970,chr1,99200001,99300000,0.36951,0.63049,0
971,chr1,99300001,99400000,0.36625,0.63375,0
972,chr1,99400001,99500000,0.37698,0.62302,0
973,chr1,99500001,99600000,0.37431,0.62569,0
974,chr1,99600001,99700000,0.37064,0.62936,0
975,chr1,99700001,99800000,0.36069,0.63931,0
976,chr1,99800001,99900000,0.36923,0.63077,0
977,chr1,99900001,100000000,0.38005,0.61995,0
978,chr1,100000001,100100000,0.37688,0.62312,0
979,chr1,100100001,100200000,0.37918,0.62082,0
980,chr1,100200001,100300000,0.39828,0.60172,0
981,chr1,100300001,100400000,0.3728,0.6272,0
982,chr1,100400001,100500000,0.38531,0.61469,0
983,chr1,100500001,100600000,0.38144,0.61856,0
984,chr1,100600001,100700000,0.37821,0.62179,0
985,chr1,100700001,100800000,0.39752,0.60248,0
986,chr1,100800001,100900000,0.39212,0.60788,0
987,chr1,100900001,101000000,0.38104,0.61896,0
988,chr1,101000001,101100000,0.39208,0.60792,0
989,chr1,101100001,101200000,0.38538,0.61462,0
990,chr1,101200001,101300000,0.36896,0.63104,0
991,chr1,101300001,101400000,0.37041,0.62959,0
992,chr1,101400001,101500000,0.36965,0.63035,0
993,chr1,101500001,101600000,0.36875,0.63125,0
994,chr1,101600001,101700000,0.38347,0.61653,0
995,chr1,101700001,101800000,0.41813,0.58187,0
996,chr1,101800001,101900000,0.39064,0.60936,0
997,chr1,101900001,102000000,0.3821,0.6179,0
998,chr1,102000001,102100000,0.3677,0.6323,0
999,chr1,102100001,102200000,0.35729,0.64271,0
1000,chr1,102200001,102300000,0.34765,0.65235,0
1001,chr1,102300001,102400000,0.35053,0.64947,0
1002,chr1,102400001,102500000,0.35143,0.64857,0
1003,chr1,102500001,102600000,0.36414,0.63586,0
1004,chr1,102600001,102700000,0.3396,0.6604,0
1005,chr1,102700001,102800000,0.34003,0.65997,0
1006,chr1,102800001,102900000,0.33845,0.66155,0
1007,chr1,102900001,103000000,0.35171,0.64829,0
1008,chr1,103000001,103100000,0.35192,0.64808,0
1009,chr1,103100001,103200000,0.3489,0.6511,0
